Make,Model,trim,mileage,reg_year,transmission_type,fuel_type,price
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Mazda,3,2.0 Sport Nav 5dr,26052,2018,Manual,Petrol,"13,695"
Volvo,V40,T3 [152] Inscription 5dr,41618,2018,Manual,Petrol,"13,795"
Mazda,2,1.5 GT Sport Nav\u002B 5dr,15222,2019,Manual,Petrol,"14,295"
Vauxhall,Crossland,X 1.2T [130] Elite Nav 5dr [Start Stop] Auto,15124,2020,Automatic,Petrol,"14,495"
Abarth,595,1.4 T-Jet 145 3dr,10083,2020,Manual,Petrol,"14,795"
Renault,Zoe,80kW Play R110 50kWh 5dr Auto,10529,2021,Automatic,Electric,"14,995"
Ford,Mondeo,1.5 EcoBoost Zetec 5dr Auto,21389,2018,Automatic,Petrol,"14,995"
Fiat,500,1.2 Lounge 3dr Dualogic,6177,2020,Semiauto,Petrol,"15,295"
Renault,Megane,1.3 TCE GT Line 5dr,18816,2019,Manual,Petrol,"15,295"
Vauxhall,Mokka,X 1.4T Active 5dr Auto,9609,2018,Automatic,Petrol,"15,295"
SEAT,Ateca,1.0 TSI Ecomotive SE Technology 5dr,16610,2018,Manual,Petrol,"15,495"
Ford,Focus,1.0 EcoBoost 125 Titanium 5dr,9478,2020,Manual,Petrol,"15,995"
Honda,Civic,1.0 VTEC Turbo EX 5dr,16957,2018,Manual,Petrol,"15,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,20409,2017,Automatic,Hybrid,"16,495"
Vauxhall,Grandland,X 1.5 Turbo D Elite Nav 5dr Auto [6 Speed],38512,2019,Automatic,Diesel,"16,795"
Renault,Clio,1.0 TCe 90 RS Line 5dr,8551,2022,Manual,Petrol,"16,995"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,17145,2020,Manual,Petrol,"16,995"
Jeep,Renegade,1.6 Multijet Limited 5dr DDCT,36321,2019,Automatic,Diesel,"16,995"
Vauxhall,Grandland,X 1.2 Turbo Sport Nav 5dr Auto [8 Speed],12495,2019,Automatic,Petrol,"16,995"
Vauxhall,Corsa,1.2 GS 5dr,1583,2023,Manual,Petrol,"17,295"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
