make,model,engine_size,trim,num_doors,mileage,reg_year,transmission_type,fuel_type,price
BMW,1 Series,1.5,116d Sport,5,"72,492 miles",2015 reg,Manual,Diesel,"£8,450"
Ford,Focus,1.0T,EcoBoost Titanium,5,"29,430 miles",2015 reg,Manual,Petrol,"was £8,650£8,450"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,305 miles",2019 reg,Manual,Petrol,"£10,200"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,845 miles",2021 reg,Manual,Petrol,"£11,700"
Vauxhall,Grandland X,1.2,Turbo SRi Nav,5,"44,329 miles",2019 reg,Manual,Petrol,"£11,850"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,970 miles",2020 reg,Manual,Petrol,"£11,550"
Nissan,Juke,1.2,DIG-T N-Connecta,5,"29,117 miles",2017 reg,Manual,Petrol,"£10,100"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"47,171 miles",2020 reg,Manual,Petrol,"£12,600"
Vauxhall,Grandland X,1.2,Turbo Griffin,5,"45,265 miles",2020 reg,Manual,Petrol,"£12,200"
Ford,EcoSport,1.0T,EcoBoost ST-Line,5,"63,583 miles",2018 reg,Manual,Petrol,"£11,050"
Kia,Rio,1.2,1,5,"8,067 miles",2022 reg,Manual,Petrol,"£11,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"44,485 miles",2019 reg,Manual,Diesel,"£11,900"
Peugeot,208,1.2,PureTech GT Line,5,"32,506 miles",2019 reg,Manual,Petrol,"£10,200"
Ford,Focus,1.0T,EcoBoost Titanium,5,"43,978 miles",2020 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka X,1.4i,Turbo ecoTEC Design Nav,5,"44,872 miles",2018 reg,Manual,Petrol,"£10,400"
Peugeot,208,1.2,PureTech Allure,5,"47,372 miles",2021 reg,Manual,Petrol,"£11,350"
Renault,Clio,1.5,dCi Iconic,5,"28,048 miles",2019 reg,Manual,Diesel,"£10,100"
Volkswagen,Polo,1.0,TSI SE,5,"68,107 miles",2018 reg,Manual,Petrol,"£10,600"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"47,981 miles",2016 reg,Manual,Diesel,"£8,500"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"40,733 miles",2016 reg,Manual,Petrol,"£8,500"
Ford,Fiesta,1.0T,EcoBoost Zetec,5,"24,579 miles",2016 reg,Manual,Petrol,"£8,500"
Kia,Stonic,1.6,CRDi 2,5,"27,663 miles",2018 reg,Manual,Diesel,"£11,350"
Seat,Arona,1.5,TSI EVO FR,5,"53,070 miles",2019 reg,Manual,Petrol,"£11,800"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"22,389 miles",2020 reg,Manual,Petrol,"£13,150"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"47,979 miles",2019 reg,Manual,Petrol,"£10,550"
Vauxhall,Grandland X,1.2,Turbo Sport Nav,5,"40,250 miles",2018 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"43,215 miles",2016 reg,Manual,Diesel,"£8,400"
Renault,Captur,1.5,dCi ENERGY Dynamique S Nav,5,"49,029 miles",2016 reg,Manual,Diesel,"£8,400"
Seat,Ibiza,1.0,TSI FR,5,"32,318 miles",2019 reg,Manual,Petrol,"£11,800"
Ford,Focus,1.0T,EcoBoost ST-Line,5,"57,781 miles",2018 reg,Manual,Petrol,"£10,050"
Vauxhall,Corsa,1.2,Turbo Elite Nav,5,"43,233 miles",2020 reg,Manual,Petrol,"£11,250"
Dacia,Duster,1.2,TCe Nav+,5,"24,497 miles",2018 reg,Manual,Petrol,"£10,350"
Ford,Fiesta,1.0T,EcoBoost Active B&O Play,5,"37,938 miles",2020 reg,Manual,Petrol,"£11,400"
Ford,Focus,1.0T,EcoBoost Titanium,5,"41,379 miles",2020 reg,Manual,Petrol,"£12,150"
Honda,HR-V,1.6,i-DTEC SE,5,"57,887 miles",2018 reg,Manual,Diesel,"£10,750"
Vauxhall,Mokka X,1.6,CDTi ecoTEC D Active,5,"45,949 miles",2018 reg,Manual,Diesel,"£9,850"
Renault,Captur,1.0,TCe S Edition,5,"49,769 miles",2020 reg,Manual,Petrol,"£11,450"
Vauxhall,Crossland X,1.2,Turbo Elite Nav Auto,5,"50,747 miles",2019 reg,Auto,Petrol,"£10,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"41,942 miles",2018 reg,Manual,Diesel,"£11,550"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,155 miles",2019 reg,Manual,Petrol,"£10,100"
Citroen,C3 Aircross,1.2,PureTech Flair 6 Spd,5,"38,830 miles",2019 reg,Manual,Petrol,"£11,350"
Smart,forfour,0.9T,Prime Sport (Premium) Twinamic,5,"33,006 miles",2018 reg,Auto,Petrol,"£10,200"
Kia,Sportage,1.7,CRDi 2,5,"78,053 miles",2018 reg,Manual,Diesel,"£11,800"
Hyundai,i40,1.6,CRDi SE Nav,5,"57,523 miles",2019 reg,Manual,Diesel,"£10,200"
Peugeot,2008,1.2,PureTech Active,5,"43,080 miles",2017 reg,Manual,Petrol,"£8,450"
Peugeot,2008,1.2,PureTech Allure,5,"53,985 miles",2016 reg,Manual,Petrol,"£8,450"
BMW,1 Series,1.5,116d Sport,5,"72,492 miles",2015 reg,Manual,Diesel,"£8,450"
Ford,Focus,1.0T,EcoBoost Titanium,5,"29,430 miles",2015 reg,Manual,Petrol,"was £8,650£8,450"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,305 miles",2019 reg,Manual,Petrol,"£10,200"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,845 miles",2021 reg,Manual,Petrol,"£11,700"
Vauxhall,Grandland X,1.2,Turbo SRi Nav,5,"44,329 miles",2019 reg,Manual,Petrol,"£11,850"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,970 miles",2020 reg,Manual,Petrol,"£11,550"
Nissan,Juke,1.2,DIG-T N-Connecta,5,"29,117 miles",2017 reg,Manual,Petrol,"£10,100"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"47,171 miles",2020 reg,Manual,Petrol,"£12,600"
Vauxhall,Grandland X,1.2,Turbo Griffin,5,"45,265 miles",2020 reg,Manual,Petrol,"£12,200"
Ford,EcoSport,1.0T,EcoBoost ST-Line,5,"63,583 miles",2018 reg,Manual,Petrol,"£11,050"
Kia,Rio,1.2,1,5,"8,067 miles",2022 reg,Manual,Petrol,"£11,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"44,485 miles",2019 reg,Manual,Diesel,"£11,900"
Peugeot,208,1.2,PureTech GT Line,5,"32,506 miles",2019 reg,Manual,Petrol,"£10,200"
Ford,Focus,1.0T,EcoBoost Titanium,5,"43,978 miles",2020 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka X,1.4i,Turbo ecoTEC Design Nav,5,"44,872 miles",2018 reg,Manual,Petrol,"£10,400"
Peugeot,208,1.2,PureTech Allure,5,"47,372 miles",2021 reg,Manual,Petrol,"£11,350"
Renault,Clio,1.5,dCi Iconic,5,"28,048 miles",2019 reg,Manual,Diesel,"£10,100"
Volkswagen,Polo,1.0,TSI SE,5,"68,107 miles",2018 reg,Manual,Petrol,"£10,600"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"47,981 miles",2016 reg,Manual,Diesel,"£8,500"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"40,733 miles",2016 reg,Manual,Petrol,"£8,500"
Ford,Fiesta,1.0T,EcoBoost Zetec,5,"24,579 miles",2016 reg,Manual,Petrol,"£8,500"
Kia,Stonic,1.6,CRDi 2,5,"27,663 miles",2018 reg,Manual,Diesel,"£11,350"
Seat,Arona,1.5,TSI EVO FR,5,"53,070 miles",2019 reg,Manual,Petrol,"£11,800"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"22,389 miles",2020 reg,Manual,Petrol,"£13,150"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"47,979 miles",2019 reg,Manual,Petrol,"£10,550"
Vauxhall,Grandland X,1.2,Turbo Sport Nav,5,"40,250 miles",2018 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"43,215 miles",2016 reg,Manual,Diesel,"£8,400"
Renault,Captur,1.5,dCi ENERGY Dynamique S Nav,5,"49,029 miles",2016 reg,Manual,Diesel,"£8,400"
Seat,Ibiza,1.0,TSI FR,5,"32,318 miles",2019 reg,Manual,Petrol,"£11,800"
Ford,Focus,1.0T,EcoBoost ST-Line,5,"57,781 miles",2018 reg,Manual,Petrol,"£10,050"
Vauxhall,Corsa,1.2,Turbo Elite Nav,5,"43,233 miles",2020 reg,Manual,Petrol,"£11,250"
Dacia,Duster,1.2,TCe Nav+,5,"24,497 miles",2018 reg,Manual,Petrol,"£10,350"
Ford,Fiesta,1.0T,EcoBoost Active B&O Play,5,"37,938 miles",2020 reg,Manual,Petrol,"£11,400"
Ford,Focus,1.0T,EcoBoost Titanium,5,"41,379 miles",2020 reg,Manual,Petrol,"£12,150"
Honda,HR-V,1.6,i-DTEC SE,5,"57,887 miles",2018 reg,Manual,Diesel,"£10,750"
Vauxhall,Mokka X,1.6,CDTi ecoTEC D Active,5,"45,949 miles",2018 reg,Manual,Diesel,"£9,850"
Renault,Captur,1.0,TCe S Edition,5,"49,769 miles",2020 reg,Manual,Petrol,"£11,450"
Vauxhall,Crossland X,1.2,Turbo Elite Nav Auto,5,"50,747 miles",2019 reg,Auto,Petrol,"£10,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"41,942 miles",2018 reg,Manual,Diesel,"£11,550"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,155 miles",2019 reg,Manual,Petrol,"£10,100"
Citroen,C3 Aircross,1.2,PureTech Flair 6 Spd,5,"38,830 miles",2019 reg,Manual,Petrol,"£11,350"
Smart,forfour,0.9T,Prime Sport (Premium) Twinamic,5,"33,006 miles",2018 reg,Auto,Petrol,"£10,200"
Kia,Sportage,1.7,CRDi 2,5,"78,053 miles",2018 reg,Manual,Diesel,"£11,800"
Hyundai,i40,1.6,CRDi SE Nav,5,"57,523 miles",2019 reg,Manual,Diesel,"£10,200"
Peugeot,2008,1.2,PureTech Active,5,"43,080 miles",2017 reg,Manual,Petrol,"£8,450"
Peugeot,2008,1.2,PureTech Allure,5,"53,985 miles",2016 reg,Manual,Petrol,"£8,450"
BMW,1 Series,1.5,116d Sport,5,"72,492 miles",2015 reg,Manual,Diesel,"£8,450"
Ford,Focus,1.0T,EcoBoost Titanium,5,"29,430 miles",2015 reg,Manual,Petrol,"was £8,650£8,450"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,305 miles",2019 reg,Manual,Petrol,"£10,200"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,845 miles",2021 reg,Manual,Petrol,"£11,700"
Vauxhall,Grandland X,1.2,Turbo SRi Nav,5,"44,329 miles",2019 reg,Manual,Petrol,"£11,850"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,970 miles",2020 reg,Manual,Petrol,"£11,550"
Nissan,Juke,1.2,DIG-T N-Connecta,5,"29,117 miles",2017 reg,Manual,Petrol,"£10,100"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"47,171 miles",2020 reg,Manual,Petrol,"£12,600"
Vauxhall,Grandland X,1.2,Turbo Griffin,5,"45,265 miles",2020 reg,Manual,Petrol,"£12,200"
Ford,EcoSport,1.0T,EcoBoost ST-Line,5,"63,583 miles",2018 reg,Manual,Petrol,"£11,050"
Kia,Rio,1.2,1,5,"8,067 miles",2022 reg,Manual,Petrol,"£11,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"44,485 miles",2019 reg,Manual,Diesel,"£11,900"
Peugeot,208,1.2,PureTech GT Line,5,"32,506 miles",2019 reg,Manual,Petrol,"£10,200"
Ford,Focus,1.0T,EcoBoost Titanium,5,"43,978 miles",2020 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka X,1.4i,Turbo ecoTEC Design Nav,5,"44,872 miles",2018 reg,Manual,Petrol,"£10,400"
Peugeot,208,1.2,PureTech Allure,5,"47,372 miles",2021 reg,Manual,Petrol,"£11,350"
Renault,Clio,1.5,dCi Iconic,5,"28,048 miles",2019 reg,Manual,Diesel,"£10,100"
Volkswagen,Polo,1.0,TSI SE,5,"68,107 miles",2018 reg,Manual,Petrol,"£10,600"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"47,981 miles",2016 reg,Manual,Diesel,"£8,500"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"40,733 miles",2016 reg,Manual,Petrol,"£8,500"
Ford,Fiesta,1.0T,EcoBoost Zetec,5,"24,579 miles",2016 reg,Manual,Petrol,"£8,500"
Kia,Stonic,1.6,CRDi 2,5,"27,663 miles",2018 reg,Manual,Diesel,"£11,350"
Seat,Arona,1.5,TSI EVO FR,5,"53,070 miles",2019 reg,Manual,Petrol,"£11,800"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"22,389 miles",2020 reg,Manual,Petrol,"£13,150"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"47,979 miles",2019 reg,Manual,Petrol,"£10,550"
Vauxhall,Grandland X,1.2,Turbo Sport Nav,5,"40,250 miles",2018 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"43,215 miles",2016 reg,Manual,Diesel,"£8,400"
Renault,Captur,1.5,dCi ENERGY Dynamique S Nav,5,"49,029 miles",2016 reg,Manual,Diesel,"£8,400"
Seat,Ibiza,1.0,TSI FR,5,"32,318 miles",2019 reg,Manual,Petrol,"£11,800"
Ford,Focus,1.0T,EcoBoost ST-Line,5,"57,781 miles",2018 reg,Manual,Petrol,"£10,050"
Vauxhall,Corsa,1.2,Turbo Elite Nav,5,"43,233 miles",2020 reg,Manual,Petrol,"£11,250"
Dacia,Duster,1.2,TCe Nav+,5,"24,497 miles",2018 reg,Manual,Petrol,"£10,350"
Ford,Fiesta,1.0T,EcoBoost Active B&O Play,5,"37,938 miles",2020 reg,Manual,Petrol,"£11,400"
Ford,Focus,1.0T,EcoBoost Titanium,5,"41,379 miles",2020 reg,Manual,Petrol,"£12,150"
Honda,HR-V,1.6,i-DTEC SE,5,"57,887 miles",2018 reg,Manual,Diesel,"£10,750"
Vauxhall,Mokka X,1.6,CDTi ecoTEC D Active,5,"45,949 miles",2018 reg,Manual,Diesel,"£9,850"
Renault,Captur,1.0,TCe S Edition,5,"49,769 miles",2020 reg,Manual,Petrol,"£11,450"
Vauxhall,Crossland X,1.2,Turbo Elite Nav Auto,5,"50,747 miles",2019 reg,Auto,Petrol,"£10,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"41,942 miles",2018 reg,Manual,Diesel,"£11,550"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,155 miles",2019 reg,Manual,Petrol,"£10,100"
Citroen,C3 Aircross,1.2,PureTech Flair 6 Spd,5,"38,830 miles",2019 reg,Manual,Petrol,"£11,350"
Smart,forfour,0.9T,Prime Sport (Premium) Twinamic,5,"33,006 miles",2018 reg,Auto,Petrol,"£10,200"
Kia,Sportage,1.7,CRDi 2,5,"78,053 miles",2018 reg,Manual,Diesel,"£11,800"
Hyundai,i40,1.6,CRDi SE Nav,5,"57,523 miles",2019 reg,Manual,Diesel,"£10,200"
Peugeot,2008,1.2,PureTech Active,5,"43,080 miles",2017 reg,Manual,Petrol,"£8,450"
Peugeot,2008,1.2,PureTech Allure,5,"53,985 miles",2016 reg,Manual,Petrol,"£8,450"
BMW,1 Series,1.5,116d Sport,5,"72,492 miles",2015 reg,Manual,Diesel,"£8,450"
Ford,Focus,1.0T,EcoBoost Titanium,5,"29,430 miles",2015 reg,Manual,Petrol,"was £8,650£8,450"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,305 miles",2019 reg,Manual,Petrol,"£10,200"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,845 miles",2021 reg,Manual,Petrol,"£11,700"
Vauxhall,Grandland X,1.2,Turbo SRi Nav,5,"44,329 miles",2019 reg,Manual,Petrol,"£11,850"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,970 miles",2020 reg,Manual,Petrol,"£11,550"
Nissan,Juke,1.2,DIG-T N-Connecta,5,"29,117 miles",2017 reg,Manual,Petrol,"£10,100"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"47,171 miles",2020 reg,Manual,Petrol,"£12,600"
Vauxhall,Grandland X,1.2,Turbo Griffin,5,"45,265 miles",2020 reg,Manual,Petrol,"£12,200"
Ford,EcoSport,1.0T,EcoBoost ST-Line,5,"63,583 miles",2018 reg,Manual,Petrol,"£11,050"
Kia,Rio,1.2,1,5,"8,067 miles",2022 reg,Manual,Petrol,"£11,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"44,485 miles",2019 reg,Manual,Diesel,"£11,900"
Peugeot,208,1.2,PureTech GT Line,5,"32,506 miles",2019 reg,Manual,Petrol,"£10,200"
Ford,Focus,1.0T,EcoBoost Titanium,5,"43,978 miles",2020 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka X,1.4i,Turbo ecoTEC Design Nav,5,"44,872 miles",2018 reg,Manual,Petrol,"£10,400"
Peugeot,208,1.2,PureTech Allure,5,"47,372 miles",2021 reg,Manual,Petrol,"£11,350"
Renault,Clio,1.5,dCi Iconic,5,"28,048 miles",2019 reg,Manual,Diesel,"£10,100"
Volkswagen,Polo,1.0,TSI SE,5,"68,107 miles",2018 reg,Manual,Petrol,"£10,600"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"47,981 miles",2016 reg,Manual,Diesel,"£8,500"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"40,733 miles",2016 reg,Manual,Petrol,"£8,500"
Ford,Fiesta,1.0T,EcoBoost Zetec,5,"24,579 miles",2016 reg,Manual,Petrol,"£8,500"
Kia,Stonic,1.6,CRDi 2,5,"27,663 miles",2018 reg,Manual,Diesel,"£11,350"
Seat,Arona,1.5,TSI EVO FR,5,"53,070 miles",2019 reg,Manual,Petrol,"£11,800"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"22,389 miles",2020 reg,Manual,Petrol,"£13,150"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"47,979 miles",2019 reg,Manual,Petrol,"£10,550"
Vauxhall,Grandland X,1.2,Turbo Sport Nav,5,"40,250 miles",2018 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"43,215 miles",2016 reg,Manual,Diesel,"£8,400"
Renault,Captur,1.5,dCi ENERGY Dynamique S Nav,5,"49,029 miles",2016 reg,Manual,Diesel,"£8,400"
Seat,Ibiza,1.0,TSI FR,5,"32,318 miles",2019 reg,Manual,Petrol,"£11,800"
Ford,Focus,1.0T,EcoBoost ST-Line,5,"57,781 miles",2018 reg,Manual,Petrol,"£10,050"
Vauxhall,Corsa,1.2,Turbo Elite Nav,5,"43,233 miles",2020 reg,Manual,Petrol,"£11,250"
Dacia,Duster,1.2,TCe Nav+,5,"24,497 miles",2018 reg,Manual,Petrol,"£10,350"
Ford,Fiesta,1.0T,EcoBoost Active B&O Play,5,"37,938 miles",2020 reg,Manual,Petrol,"£11,400"
Ford,Focus,1.0T,EcoBoost Titanium,5,"41,379 miles",2020 reg,Manual,Petrol,"£12,150"
Honda,HR-V,1.6,i-DTEC SE,5,"57,887 miles",2018 reg,Manual,Diesel,"£10,750"
Vauxhall,Mokka X,1.6,CDTi ecoTEC D Active,5,"45,949 miles",2018 reg,Manual,Diesel,"£9,850"
Renault,Captur,1.0,TCe S Edition,5,"49,769 miles",2020 reg,Manual,Petrol,"£11,450"
Vauxhall,Crossland X,1.2,Turbo Elite Nav Auto,5,"50,747 miles",2019 reg,Auto,Petrol,"£10,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"41,942 miles",2018 reg,Manual,Diesel,"£11,550"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,155 miles",2019 reg,Manual,Petrol,"£10,100"
Citroen,C3 Aircross,1.2,PureTech Flair 6 Spd,5,"38,830 miles",2019 reg,Manual,Petrol,"£11,350"
Smart,forfour,0.9T,Prime Sport (Premium) Twinamic,5,"33,006 miles",2018 reg,Auto,Petrol,"£10,200"
Kia,Sportage,1.7,CRDi 2,5,"78,053 miles",2018 reg,Manual,Diesel,"£11,800"
Hyundai,i40,1.6,CRDi SE Nav,5,"57,523 miles",2019 reg,Manual,Diesel,"£10,200"
Peugeot,2008,1.2,PureTech Active,5,"43,080 miles",2017 reg,Manual,Petrol,"£8,450"
Peugeot,2008,1.2,PureTech Allure,5,"53,985 miles",2016 reg,Manual,Petrol,"£8,450"
BMW,1 Series,1.5,116d Sport,5,"72,492 miles",2015 reg,Manual,Diesel,"£8,450"
Ford,Focus,1.0T,EcoBoost Titanium,5,"29,430 miles",2015 reg,Manual,Petrol,"was £8,650£8,450"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,305 miles",2019 reg,Manual,Petrol,"£10,200"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,845 miles",2021 reg,Manual,Petrol,"£11,700"
Vauxhall,Grandland X,1.2,Turbo SRi Nav,5,"44,329 miles",2019 reg,Manual,Petrol,"£11,850"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,970 miles",2020 reg,Manual,Petrol,"£11,550"
Nissan,Juke,1.2,DIG-T N-Connecta,5,"29,117 miles",2017 reg,Manual,Petrol,"£10,100"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"47,171 miles",2020 reg,Manual,Petrol,"£12,600"
Vauxhall,Grandland X,1.2,Turbo Griffin,5,"45,265 miles",2020 reg,Manual,Petrol,"£12,200"
Ford,EcoSport,1.0T,EcoBoost ST-Line,5,"63,583 miles",2018 reg,Manual,Petrol,"£11,050"
Kia,Rio,1.2,1,5,"8,067 miles",2022 reg,Manual,Petrol,"£11,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"44,485 miles",2019 reg,Manual,Diesel,"£11,900"
Peugeot,208,1.2,PureTech GT Line,5,"32,506 miles",2019 reg,Manual,Petrol,"£10,200"
Ford,Focus,1.0T,EcoBoost Titanium,5,"43,978 miles",2020 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka X,1.4i,Turbo ecoTEC Design Nav,5,"44,872 miles",2018 reg,Manual,Petrol,"£10,400"
Peugeot,208,1.2,PureTech Allure,5,"47,372 miles",2021 reg,Manual,Petrol,"£11,350"
Renault,Clio,1.5,dCi Iconic,5,"28,048 miles",2019 reg,Manual,Diesel,"£10,100"
Volkswagen,Polo,1.0,TSI SE,5,"68,107 miles",2018 reg,Manual,Petrol,"£10,600"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"47,981 miles",2016 reg,Manual,Diesel,"£8,500"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"40,733 miles",2016 reg,Manual,Petrol,"£8,500"
Ford,Fiesta,1.0T,EcoBoost Zetec,5,"24,579 miles",2016 reg,Manual,Petrol,"£8,500"
Kia,Stonic,1.6,CRDi 2,5,"27,663 miles",2018 reg,Manual,Diesel,"£11,350"
Seat,Arona,1.5,TSI EVO FR,5,"53,070 miles",2019 reg,Manual,Petrol,"£11,800"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"22,389 miles",2020 reg,Manual,Petrol,"£13,150"
Ford,Fiesta,1.0T,EcoBoost ST-Line,5,"47,979 miles",2019 reg,Manual,Petrol,"£10,550"
Vauxhall,Grandland X,1.2,Turbo Sport Nav,5,"40,250 miles",2018 reg,Manual,Petrol,"£12,150"
Vauxhall,Mokka,1.6,CDTi Tech Line 2WD,5,"43,215 miles",2016 reg,Manual,Diesel,"£8,400"
Renault,Captur,1.5,dCi ENERGY Dynamique S Nav,5,"49,029 miles",2016 reg,Manual,Diesel,"£8,400"
Seat,Ibiza,1.0,TSI FR,5,"32,318 miles",2019 reg,Manual,Petrol,"£11,800"
Ford,Focus,1.0T,EcoBoost ST-Line,5,"57,781 miles",2018 reg,Manual,Petrol,"£10,050"
Vauxhall,Corsa,1.2,Turbo Elite Nav,5,"43,233 miles",2020 reg,Manual,Petrol,"£11,250"
Dacia,Duster,1.2,TCe Nav+,5,"24,497 miles",2018 reg,Manual,Petrol,"£10,350"
Ford,Fiesta,1.0T,EcoBoost Active B&O Play,5,"37,938 miles",2020 reg,Manual,Petrol,"£11,400"
Ford,Focus,1.0T,EcoBoost Titanium,5,"41,379 miles",2020 reg,Manual,Petrol,"£12,150"
Honda,HR-V,1.6,i-DTEC SE,5,"57,887 miles",2018 reg,Manual,Diesel,"£10,750"
Vauxhall,Mokka X,1.6,CDTi ecoTEC D Active,5,"45,949 miles",2018 reg,Manual,Diesel,"£9,850"
Renault,Captur,1.0,TCe S Edition,5,"49,769 miles",2020 reg,Manual,Petrol,"£11,450"
Vauxhall,Crossland X,1.2,Turbo Elite Nav Auto,5,"50,747 miles",2019 reg,Auto,Petrol,"£10,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"41,942 miles",2018 reg,Manual,Diesel,"£11,550"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,155 miles",2019 reg,Manual,Petrol,"£10,100"
Citroen,C3 Aircross,1.2,PureTech Flair 6 Spd,5,"38,830 miles",2019 reg,Manual,Petrol,"£11,350"
Smart,forfour,0.9T,Prime Sport (Premium) Twinamic,5,"33,006 miles",2018 reg,Auto,Petrol,"£10,200"
Kia,Sportage,1.7,CRDi 2,5,"78,053 miles",2018 reg,Manual,Diesel,"£11,800"
Hyundai,i40,1.6,CRDi SE Nav,5,"57,523 miles",2019 reg,Manual,Diesel,"£10,200"
Peugeot,2008,1.2,PureTech Active,5,"43,080 miles",2017 reg,Manual,Petrol,"£8,450"
Peugeot,2008,1.2,PureTech Allure,5,"53,985 miles",2016 reg,Manual,Petrol,"£8,450"
BMW,1 Series,1.5,116d Sport,5,"72,492 miles",2015 reg,Manual,Diesel,"£8,450"
Ford,Focus,1.0T,EcoBoost Titanium,5,"29,430 miles",2015 reg,Manual,Petrol,"was £8,650£8,450"
Peugeot,208,1.2,PureTech Tech Edition,5,"21,305 miles",2019 reg,Manual,Petrol,"£10,200"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,845 miles",2021 reg,Manual,Petrol,"£11,700"
Vauxhall,Grandland X,1.2,Turbo SRi Nav,5,"44,329 miles",2019 reg,Manual,Petrol,"£11,850"
Vauxhall,Corsa,1.2,Turbo SRi Premium,5,"25,970 miles",2020 reg,Manual,Petrol,"£11,550"
Nissan,Juke,1.2,DIG-T N-Connecta,5,"29,117 miles",2017 reg,Manual,Petrol,"£10,100"
Nissan,Qashqai,1.3,DIG-T Acenta Premium,5,"47,171 miles",2020 reg,Manual,Petrol,"£12,600"
Vauxhall,Grandland X,1.2,Turbo Griffin,5,"45,265 miles",2020 reg,Manual,Petrol,"£12,200"
Ford,EcoSport,1.0T,EcoBoost ST-Line,5,"63,583 miles",2018 reg,Manual,Petrol,"£11,050"
Kia,Rio,1.2,1,5,"8,067 miles",2022 reg,Manual,Petrol,"£11,850"
Nissan,Qashqai,1.5,dCi Acenta Premium,5,"44,485 miles",2019 reg,Manual,Diesel,"£11,900"
Peugeot,208,1.2,PureTech GT Line,5,"32,506 miles",2019 reg,Manual,Petrol,"£10,200"
Ford,Focus,1.0T,EcoBoost Titanium,5,"43,978 miles",2020 reg,Manual,Petrol,"£12,150"
